subject,what_about,comments,gender,heard_of,hear_more,what_is_fixed,duration,dweck_sum_score,goal1,goal2,goal3,goal_wording,prompt_wording,dependent_measure,trial_type,version,goal_variable,goal_timeline,goal_impress,response,can_describe_fixed
71,our intelligence and whether it can be changed or not,interesting study thanks,male,no,no,,189572,8,showing your teacher that you have high math ability,being good at math,improving at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
71,our intelligence and whether it can be changed or not,interesting study thanks,male,no,no,,189572,8,showing your teacher that you have high math ability,being good at math,improving at math,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
71,our intelligence and whether it can be changed or not,interesting study thanks,male,no,no,,189572,8,showing your teacher that you have high math ability,being good at math,improving at math,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,2,no
71,our intelligence and whether it can be changed or not,interesting study thanks,male,no,no,,189572,8,showing your teacher that you have high math ability,being good at math,improving at math,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
71,our intelligence and whether it can be changed or not,interesting study thanks,male,no,no,,189572,8,showing your teacher that you have high math ability,being good at math,improving at math,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,5,no
72,fantastic,good experiment,male,no,yes,,84243,17,improving at math,doing well on future tests,improving at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
72,fantastic,good experiment,male,no,yes,,84243,17,improving at math,doing well on future tests,improving at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
72,fantastic,good experiment,male,no,yes,,84243,17,improving at math,doing well on future tests,improving at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
72,fantastic,good experiment,male,no,yes,,84243,17,improving at math,doing well on future tests,improving at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
72,fantastic,good experiment,male,no,yes,,84243,17,improving at math,doing well on future tests,improving at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
72,fantastic,good experiment,male,no,yes,,84243,17,improving at math,doing well on future tests,improving at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
72,fantastic,good experiment,male,no,yes,,84243,17,improving at math,doing well on future tests,improving at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
72,fantastic,good experiment,male,no,yes,,84243,17,improving at math,doing well on future tests,improving at math,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,3,no
72,fantastic,good experiment,male,no,yes,,84243,17,improving at math,doing well on future tests,improving at math,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,3,no
72,fantastic,good experiment,male,no,yes,,84243,17,improving at math,doing well on future tests,improving at math,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,2,no
72,fantastic,good experiment,male,no,yes,,84243,17,improving at math,doing well on future tests,improving at math,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,5,no
73,if we can learn new things that can make us smarter,no I do not have any comments,male,no,yes,,302511,13,being good at math,improving at math,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
73,if we can learn new things that can make us smarter,no I do not have any comments,male,no,yes,,302511,13,being good at math,improving at math,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
73,if we can learn new things that can make us smarter,no I do not have any comments,male,no,yes,,302511,13,being good at math,improving at math,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
73,if we can learn new things that can make us smarter,no I do not have any comments,male,no,yes,,302511,13,being good at math,improving at math,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
73,if we can learn new things that can make us smarter,no I do not have any comments,male,no,yes,,302511,13,being good at math,improving at math,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
73,if we can learn new things that can make us smarter,no I do not have any comments,male,no,yes,,302511,13,being good at math,improving at math,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
73,if we can learn new things that can make us smarter,no I do not have any comments,male,no,yes,,302511,13,being good at math,improving at math,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
73,if we can learn new things that can make us smarter,no I do not have any comments,male,no,yes,,302511,13,being good at math,improving at math,showing your teacher that you try at math,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,5,no
73,if we can learn new things that can make us smarter,no I do not have any comments,male,no,yes,,302511,13,being good at math,improving at math,showing your teacher that you try at math,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,4,no
73,if we can learn new things that can make us smarter,no I do not have any comments,male,no,yes,,302511,13,being good at math,improving at math,showing your teacher that you try at math,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
73,if we can learn new things that can make us smarter,no I do not have any comments,male,no,yes,,302511,13,being good at math,improving at math,showing your teacher that you try at math,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,4,no
74,to know how people react in particular situations,i like the work,male,no,no,,95972,15,being good at math,showing your teacher that you try at math,improving at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
74,to know how people react in particular situations,i like the work,male,no,no,,95972,15,being good at math,showing your teacher that you try at math,improving at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
74,to know how people react in particular situations,i like the work,male,no,no,,95972,15,being good at math,showing your teacher that you try at math,improving at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
74,to know how people react in particular situations,i like the work,male,no,no,,95972,15,being good at math,showing your teacher that you try at math,improving at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
74,to know how people react in particular situations,i like the work,male,no,no,,95972,15,being good at math,showing your teacher that you try at math,improving at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
74,to know how people react in particular situations,i like the work,male,no,no,,95972,15,being good at math,showing your teacher that you try at math,improving at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
74,to know how people react in particular situations,i like the work,male,no,no,,95972,15,being good at math,showing your teacher that you try at math,improving at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
74,to know how people react in particular situations,i like the work,male,no,no,,95972,15,being good at math,showing your teacher that you try at math,improving at math,value,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,6,no
74,to know how people react in particular situations,i like the work,male,no,no,,95972,15,being good at math,showing your teacher that you try at math,improving at math,value,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,5,no
74,to know how people react in particular situations,i like the work,male,no,no,,95972,15,being good at math,showing your teacher that you try at math,improving at math,value,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,5,no
74,to know how people react in particular situations,i like the work,male,no,no,,95972,15,being good at math,showing your teacher that you try at math,improving at math,value,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
75,how can you improve your intelligence by working hard and taking hard challenges to yourself,no comments,male,no,yes,,156366,4,improving at math,doing well on the upcoming test,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
75,how can you improve your intelligence by working hard and taking hard challenges to yourself,no comments,male,no,yes,,156366,4,improving at math,doing well on the upcoming test,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
75,how can you improve your intelligence by working hard and taking hard challenges to yourself,no comments,male,no,yes,,156366,4,improving at math,doing well on the upcoming test,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
75,how can you improve your intelligence by working hard and taking hard challenges to yourself,no comments,male,no,yes,,156366,4,improving at math,doing well on the upcoming test,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
75,how can you improve your intelligence by working hard and taking hard challenges to yourself,no comments,male,no,yes,,156366,4,improving at math,doing well on the upcoming test,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
75,how can you improve your intelligence by working hard and taking hard challenges to yourself,no comments,male,no,yes,,156366,4,improving at math,doing well on the upcoming test,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
75,how can you improve your intelligence by working hard and taking hard challenges to yourself,no comments,male,no,yes,,156366,4,improving at math,doing well on the upcoming test,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
75,how can you improve your intelligence by working hard and taking hard challenges to yourself,no comments,male,no,yes,,156366,4,improving at math,doing well on the upcoming test,showing your teacher that you have high math ability,original,training,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,6,no
75,how can you improve your intelligence by working hard and taking hard challenges to yourself,no comments,male,no,yes,,156366,4,improving at math,doing well on the upcoming test,showing your teacher that you have high math ability,original,training,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,1,no
75,how can you improve your intelligence by working hard and taking hard challenges to yourself,no comments,male,no,yes,,156366,4,improving at math,doing well on the upcoming test,showing your teacher that you have high math ability,original,training,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,1,no
75,how can you improve your intelligence by working hard and taking hard challenges to yourself,no comments,male,no,yes,,156366,4,improving at math,doing well on the upcoming test,showing your teacher that you have high math ability,original,training,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,6,no
76,nice study,good study i like it very much,female,no,yes,,75509,15,NA,NA,NA,achieve,orignal,original,g,improve,improve,NA,for_me,0.92,no
76,nice study,good study i like it very much,female,no,yes,,75509,15,NA,NA,NA,achieve,orignal,original,g,ability,ability,NA,for_me,0.82,no
76,nice study,good study i like it very much,female,no,yes,,75509,15,NA,NA,NA,achieve,orignal,original,g,show_ability,ability,NA,show,0.76,no
76,nice study,good study i like it very much,female,no,yes,,75509,15,NA,NA,NA,achieve,orignal,original,g,show_effort,effort,NA,show,0.69,no
76,nice study,good study i like it very much,female,no,yes,,75509,15,NA,NA,NA,achieve,orignal,original,g,test_now,test,now,for_me,0.83,no
76,nice study,good study i like it very much,female,no,yes,,75509,15,NA,NA,NA,achieve,orignal,original,g,test_future,test,future,for_me,0.95,no
76,nice study,good study i like it very much,female,no,yes,,75509,15,NA,NA,NA,achieve,orignal,original,g,test_bad,test,NA,for_me,0.31,no
76,nice study,good study i like it very much,female,no,yes,,75509,15,NA,NA,NA,achieve,orignal,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,3,no
76,nice study,good study i like it very much,female,no,yes,,75509,15,NA,NA,NA,achieve,orignal,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,5,no
76,nice study,good study i like it very much,female,no,yes,,75509,15,NA,NA,NA,achieve,orignal,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,4,no
76,nice study,good study i like it very much,female,no,yes,,75509,15,NA,NA,NA,achieve,orignal,original,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
77,learning ability,I really enjoyed it I got to express an opinion that I wasnt even aware that I had,male,no,yes,,127142,4,NA,NA,NA,achieve,orignal,original,g,improve,improve,NA,for_me,0.65,no
77,learning ability,I really enjoyed it I got to express an opinion that I wasnt even aware that I had,male,no,yes,,127142,4,NA,NA,NA,achieve,orignal,original,g,show_ability,ability,NA,show,1,no
77,learning ability,I really enjoyed it I got to express an opinion that I wasnt even aware that I had,male,no,yes,,127142,4,NA,NA,NA,achieve,orignal,original,g,show_effort,effort,NA,show,1,no
77,learning ability,I really enjoyed it I got to express an opinion that I wasnt even aware that I had,male,no,yes,,127142,4,NA,NA,NA,achieve,orignal,original,g,test_bad,test,NA,for_me,0.21,no
77,learning ability,I really enjoyed it I got to express an opinion that I wasnt even aware that I had,male,no,yes,,127142,4,NA,NA,NA,achieve,orignal,original,g,ability,ability,NA,for_me,0.86,no
77,learning ability,I really enjoyed it I got to express an opinion that I wasnt even aware that I had,male,no,yes,,127142,4,NA,NA,NA,achieve,orignal,original,g,test_future,test,future,for_me,0.65,no
77,learning ability,I really enjoyed it I got to express an opinion that I wasnt even aware that I had,male,no,yes,,127142,4,NA,NA,NA,achieve,orignal,original,g,test_now,test,now,for_me,1,no
77,learning ability,I really enjoyed it I got to express an opinion that I wasnt even aware that I had,male,no,yes,,127142,4,NA,NA,NA,achieve,orignal,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,1,no
77,learning ability,I really enjoyed it I got to express an opinion that I wasnt even aware that I had,male,no,yes,,127142,4,NA,NA,NA,achieve,orignal,original,d,You can always substantially change how intelligent you are,NA,NA,NA,6,no
77,learning ability,I really enjoyed it I got to express an opinion that I wasnt even aware that I had,male,no,yes,,127142,4,NA,NA,NA,achieve,orignal,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,1,no
77,learning ability,I really enjoyed it I got to express an opinion that I wasnt even aware that I had,male,no,yes,,127142,4,NA,NA,NA,achieve,orignal,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,6,no
78,seeing how people view intelligence,,female,yes,no,there is a set amount of something and it cant change,93450,18,NA,NA,NA,achieve,orignal,original,g,test_future,test,future,for_me,0.82,yes
78,seeing how people view intelligence,,female,yes,no,there is a set amount of something and it cant change,93450,18,NA,NA,NA,achieve,orignal,original,g,ability,ability,NA,for_me,0.81,yes
78,seeing how people view intelligence,,female,yes,no,there is a set amount of something and it cant change,93450,18,NA,NA,NA,achieve,orignal,original,g,test_now,test,now,for_me,0.93,yes
78,seeing how people view intelligence,,female,yes,no,there is a set amount of something and it cant change,93450,18,NA,NA,NA,achieve,orignal,original,g,show_effort,effort,NA,show,0.93,yes
78,seeing how people view intelligence,,female,yes,no,there is a set amount of something and it cant change,93450,18,NA,NA,NA,achieve,orignal,original,g,improve,improve,NA,for_me,0.89,yes
78,seeing how people view intelligence,,female,yes,no,there is a set amount of something and it cant change,93450,18,NA,NA,NA,achieve,orignal,original,g,show_ability,ability,NA,show,0.92,yes
78,seeing how people view intelligence,,female,yes,no,there is a set amount of something and it cant change,93450,18,NA,NA,NA,achieve,orignal,original,g,test_bad,test,NA,for_me,0.12,yes
78,seeing how people view intelligence,,female,yes,no,there is a set amount of something and it cant change,93450,18,NA,NA,NA,achieve,orignal,original,d,You can always substantially change how intelligent you are,NA,NA,NA,2,yes
78,seeing how people view intelligence,,female,yes,no,there is a set amount of something and it cant change,93450,18,NA,NA,NA,achieve,orignal,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,2,yes
78,seeing how people view intelligence,,female,yes,no,there is a set amount of something and it cant change,93450,18,NA,NA,NA,achieve,orignal,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,4,yes
78,seeing how people view intelligence,,female,yes,no,there is a set amount of something and it cant change,93450,18,NA,NA,NA,achieve,orignal,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,4,yes
79,Learning,,male,no,no,,67506,14,doing well on this test,being good at math,improving at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
79,Learning,,male,no,no,,67506,14,doing well on this test,being good at math,improving at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
79,Learning,,male,no,no,,67506,14,doing well on this test,being good at math,improving at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
79,Learning,,male,no,no,,67506,14,doing well on this test,being good at math,improving at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
79,Learning,,male,no,no,,67506,14,doing well on this test,being good at math,improving at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
79,Learning,,male,no,no,,67506,14,doing well on this test,being good at math,improving at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
79,Learning,,male,no,no,,67506,14,doing well on this test,being good at math,improving at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
79,Learning,,male,no,no,,67506,14,doing well on this test,being good at math,improving at math,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
79,Learning,,male,no,no,,67506,14,doing well on this test,being good at math,improving at math,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,2,no
79,Learning,,male,no,no,,67506,14,doing well on this test,being good at math,improving at math,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,2,no
79,Learning,,male,no,no,,67506,14,doing well on this test,being good at math,improving at math,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,2,no
80,Learning,,female,no,yes,,115138,18,doing well on this test,showing your teacher that you have high math ability,doing well on future tests,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
80,Learning,,female,no,yes,,115138,18,doing well on this test,showing your teacher that you have high math ability,doing well on future tests,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
80,Learning,,female,no,yes,,115138,18,doing well on this test,showing your teacher that you have high math ability,doing well on future tests,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
80,Learning,,female,no,yes,,115138,18,doing well on this test,showing your teacher that you have high math ability,doing well on future tests,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
80,Learning,,female,no,yes,,115138,18,doing well on this test,showing your teacher that you have high math ability,doing well on future tests,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
80,Learning,,female,no,yes,,115138,18,doing well on this test,showing your teacher that you have high math ability,doing well on future tests,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
80,Learning,,female,no,yes,,115138,18,doing well on this test,showing your teacher that you have high math ability,doing well on future tests,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
80,Learning,,female,no,yes,,115138,18,doing well on this test,showing your teacher that you have high math ability,doing well on future tests,value,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,5,no
80,Learning,,female,no,yes,,115138,18,doing well on this test,showing your teacher that you have high math ability,doing well on future tests,value,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,3,no
80,Learning,,female,no,yes,,115138,18,doing well on this test,showing your teacher that you have high math ability,doing well on future tests,value,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,3,no
80,Learning,,female,no,yes,,115138,18,doing well on this test,showing your teacher that you have high math ability,doing well on future tests,value,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,5,no
81,,,male,no,no,,96429,8,NA,NA,NA,achieve,orignal,original,g,ability,ability,NA,for_me,0.79,no
81,,,male,no,no,,96429,8,NA,NA,NA,achieve,orignal,original,g,improve,improve,NA,for_me,0.81,no
81,,,male,no,no,,96429,8,NA,NA,NA,achieve,orignal,original,g,show_effort,effort,NA,show,0.77,no
81,,,male,no,no,,96429,8,NA,NA,NA,achieve,orignal,original,g,show_ability,ability,NA,show,0.8,no
81,,,male,no,no,,96429,8,NA,NA,NA,achieve,orignal,original,g,test_bad,test,NA,for_me,0.19,no
81,,,male,no,no,,96429,8,NA,NA,NA,achieve,orignal,original,g,test_now,test,now,for_me,0.74,no
81,,,male,no,no,,96429,8,NA,NA,NA,achieve,orignal,original,g,test_future,test,future,for_me,0.76,no
81,,,male,no,no,,96429,8,NA,NA,NA,achieve,orignal,original,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
81,,,male,no,no,,96429,8,NA,NA,NA,achieve,orignal,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,2,no
81,,,male,no,no,,96429,8,NA,NA,NA,achieve,orignal,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
81,,,male,no,no,,96429,8,NA,NA,NA,achieve,orignal,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,5,no
82,Relationships between a persons goals and their motivation to learn new skills,Thank you for the interesting opportunity ,male,no,,,192049,8,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
82,Relationships between a persons goals and their motivation to learn new skills,Thank you for the interesting opportunity ,male,no,,,192049,8,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
82,Relationships between a persons goals and their motivation to learn new skills,Thank you for the interesting opportunity ,male,no,,,192049,8,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
82,Relationships between a persons goals and their motivation to learn new skills,Thank you for the interesting opportunity ,male,no,,,192049,8,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
82,Relationships between a persons goals and their motivation to learn new skills,Thank you for the interesting opportunity ,male,no,,,192049,8,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
82,Relationships between a persons goals and their motivation to learn new skills,Thank you for the interesting opportunity ,male,no,,,192049,8,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
82,Relationships between a persons goals and their motivation to learn new skills,Thank you for the interesting opportunity ,male,no,,,192049,8,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
82,Relationships between a persons goals and their motivation to learn new skills,Thank you for the interesting opportunity ,male,no,,,192049,8,improving at math,doing well on this test,being good at math,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
82,Relationships between a persons goals and their motivation to learn new skills,Thank you for the interesting opportunity ,male,no,,,192049,8,improving at math,doing well on this test,being good at math,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
82,Relationships between a persons goals and their motivation to learn new skills,Thank you for the interesting opportunity ,male,no,,,192049,8,improving at math,doing well on this test,being good at math,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,2,no
82,Relationships between a persons goals and their motivation to learn new skills,Thank you for the interesting opportunity ,male,no,,,192049,8,improving at math,doing well on this test,being good at math,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,5,no
83,intelligence,,female,no,no,,95432,12,doing well on this test,doing well on future tests,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
83,intelligence,,female,no,no,,95432,12,doing well on this test,doing well on future tests,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
83,intelligence,,female,no,no,,95432,12,doing well on this test,doing well on future tests,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
83,intelligence,,female,no,no,,95432,12,doing well on this test,doing well on future tests,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
83,intelligence,,female,no,no,,95432,12,doing well on this test,doing well on future tests,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
83,intelligence,,female,no,no,,95432,12,doing well on this test,doing well on future tests,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
83,intelligence,,female,no,no,,95432,12,doing well on this test,doing well on future tests,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
83,intelligence,,female,no,no,,95432,12,doing well on this test,doing well on future tests,being good at math,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,4,no
83,intelligence,,female,no,no,,95432,12,doing well on this test,doing well on future tests,being good at math,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,5,no
83,intelligence,,female,no,no,,95432,12,doing well on this test,doing well on future tests,being good at math,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,2,no
83,intelligence,,female,no,no,,95432,12,doing well on this test,doing well on future tests,being good at math,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,3,no
84,not sure,nice survey,male,no,no,,89641,13,improving at math,showing your teacher that you try at math,doing well on the upcoming test,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
84,not sure,nice survey,male,no,no,,89641,13,improving at math,showing your teacher that you try at math,doing well on the upcoming test,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
84,not sure,nice survey,male,no,no,,89641,13,improving at math,showing your teacher that you try at math,doing well on the upcoming test,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
84,not sure,nice survey,male,no,no,,89641,13,improving at math,showing your teacher that you try at math,doing well on the upcoming test,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
84,not sure,nice survey,male,no,no,,89641,13,improving at math,showing your teacher that you try at math,doing well on the upcoming test,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
84,not sure,nice survey,male,no,no,,89641,13,improving at math,showing your teacher that you try at math,doing well on the upcoming test,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
84,not sure,nice survey,male,no,no,,89641,13,improving at math,showing your teacher that you try at math,doing well on the upcoming test,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
84,not sure,nice survey,male,no,no,,89641,13,improving at math,showing your teacher that you try at math,doing well on the upcoming test,original,training,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
84,not sure,nice survey,male,no,no,,89641,13,improving at math,showing your teacher that you try at math,doing well on the upcoming test,original,training,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
84,not sure,nice survey,male,no,no,,89641,13,improving at math,showing your teacher that you try at math,doing well on the upcoming test,original,training,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,3,no
84,not sure,nice survey,male,no,no,,89641,13,improving at math,showing your teacher that you try at math,doing well on the upcoming test,original,training,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,4,no
85,NO idea,Thanks Good luck with the research,female,no,yes,,118177,6,improving at math,being good at math,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
85,NO idea,Thanks Good luck with the research,female,no,yes,,118177,6,improving at math,being good at math,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
85,NO idea,Thanks Good luck with the research,female,no,yes,,118177,6,improving at math,being good at math,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
85,NO idea,Thanks Good luck with the research,female,no,yes,,118177,6,improving at math,being good at math,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
85,NO idea,Thanks Good luck with the research,female,no,yes,,118177,6,improving at math,being good at math,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
85,NO idea,Thanks Good luck with the research,female,no,yes,,118177,6,improving at math,being good at math,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
85,NO idea,Thanks Good luck with the research,female,no,yes,,118177,6,improving at math,being good at math,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
85,NO idea,Thanks Good luck with the research,female,no,yes,,118177,6,improving at math,being good at math,showing your teacher that you have high math ability,value,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,1,no
85,NO idea,Thanks Good luck with the research,female,no,yes,,118177,6,improving at math,being good at math,showing your teacher that you have high math ability,value,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,1,no
85,NO idea,Thanks Good luck with the research,female,no,yes,,118177,6,improving at math,being good at math,showing your teacher that you have high math ability,value,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,5,no
85,NO idea,Thanks Good luck with the research,female,no,yes,,118177,6,improving at math,being good at math,showing your teacher that you have high math ability,value,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
86,Our attitudes about intelligence and hard work,,male,yes,yes,People are born with a level of ability that they cannot change,158757,18,improving at math,doing well on this test,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,yes
86,Our attitudes about intelligence and hard work,,male,yes,yes,People are born with a level of ability that they cannot change,158757,18,improving at math,doing well on this test,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,yes
