entity1,entity2,increm1,increm2,theoryType,ability,effort,difficulty,response,practice0,practice6,practice10,sanity0,sanity1,workerID,gender,heardOf
1,1,1,6,performance,low,low,easy,0.4,0.0,0.66,0.95,0.0,1.0,150,male,no
1,1,1,6,performance,low,high,difficult,0.69,0.0,0.66,0.95,0.0,1.0,150,male,no
1,1,1,6,performance,high,high,difficult,1,0.0,0.66,0.95,0.0,1.0,150,male,no
1,1,1,6,performance,low,high,easy,0.73,0.0,0.66,0.95,0.0,1.0,150,male,no
1,1,1,6,performance,high,medium,difficult,0.59,0.0,0.66,0.95,0.0,1.0,150,male,no
1,1,1,6,performance,high,medium,easy,0.64,0.0,0.66,0.95,0.0,1.0,150,male,no
1,2,6,5,improvement,high,low,easy,0,0.0,0.64,1.0,0.0,1.0,151,male,no
1,2,6,5,improvement,high,high,difficult,1,0.0,0.64,1.0,0.0,1.0,151,male,no
1,2,6,5,improvement,low,low,easy,0.3,0.0,0.64,1.0,0.0,1.0,151,male,no
1,2,6,5,improvement,high,medium,difficult,0.66,0.0,0.64,1.0,0.0,1.0,151,male,no
1,2,6,5,improvement,high,high,easy,0.15,0.0,0.64,1.0,0.0,1.0,151,male,no
1,2,6,5,improvement,low,medium,easy,0.61,0.0,0.64,1.0,0.0,1.0,151,male,no
1,2,6,5,performance,high,high,easy,1,0.0,0.64,1.0,0.0,1.0,151,male,no
1,2,6,5,performance,high,low,difficult,0.57,0.0,0.64,1.0,0.0,1.0,151,male,no
1,2,6,5,performance,low,medium,difficult,0.35,0.0,0.64,1.0,0.0,1.0,151,male,no
1,2,6,5,performance,low,low,difficult,0.12,0.0,0.64,1.0,0.0,1.0,151,male,no
1,2,6,5,performance,high,medium,easy,0.79,0.0,0.64,1.0,0.0,1.0,151,male,no
1,2,6,5,performance,low,high,easy,0.62,0.0,0.64,1.0,0.0,1.0,151,male,no
2,2,5,5,improvement,high,high,difficult,0.68,0.09,0.59,0.89,0.0,1.0,152,male,no
2,2,5,5,improvement,high,low,difficult,0.23,0.09,0.59,0.89,0.0,1.0,152,male,no
2,2,5,5,improvement,high,high,easy,0.38,0.09,0.59,0.89,0.0,1.0,152,male,no
2,2,5,5,improvement,low,medium,difficult,0.55,0.09,0.59,0.89,0.0,1.0,152,male,no
2,2,5,5,improvement,low,low,easy,0.11,0.09,0.59,0.89,0.0,1.0,152,male,no
2,2,5,5,improvement,high,low,easy,0.2,0.09,0.59,0.89,0.0,1.0,152,male,no
2,2,5,5,performance,low,low,difficult,0.2,0.09,0.59,0.89,0.0,1.0,152,male,no
2,2,5,5,performance,high,low,easy,0.85,0.09,0.59,0.89,0.0,1.0,152,male,no
2,2,5,5,performance,high,medium,easy,0.91,0.09,0.59,0.89,0.0,1.0,152,male,no
2,2,5,5,performance,high,high,easy,0.96,0.09,0.59,0.89,0.0,1.0,152,male,no
2,2,5,5,performance,low,low,easy,0.5,0.09,0.59,0.89,0.0,1.0,152,male,no
2,2,5,5,performance,high,medium,difficult,0.82,0.09,0.59,0.89,0.0,1.0,152,male,no
5,5,2,2,performance,low,high,easy,0.57,0.0,0.62,1.0,0.0,1.0,153,male,no
5,5,2,2,performance,low,low,difficult,0,0.0,0.62,1.0,0.0,1.0,153,male,no
5,5,2,2,performance,high,high,difficult,1,0.0,0.62,1.0,0.0,1.0,153,male,no
5,5,2,2,performance,low,low,easy,0.28,0.0,0.62,1.0,0.0,1.0,153,male,no
5,5,2,2,performance,high,high,easy,1,0.0,0.62,1.0,0.0,1.0,153,male,no
5,5,2,2,performance,high,medium,easy,1,0.0,0.62,1.0,0.0,1.0,153,male,no
5,5,2,2,improvement,high,high,difficult,0.88,0.0,0.62,1.0,0.0,1.0,153,male,no
5,5,2,2,improvement,low,medium,difficult,0.64,0.0,0.62,1.0,0.0,1.0,153,male,no
5,5,2,2,improvement,high,medium,difficult,0.26,0.0,0.62,1.0,0.0,1.0,153,male,no
5,5,2,2,improvement,low,medium,easy,0.06,0.0,0.62,1.0,0.0,1.0,153,male,no
5,5,2,2,improvement,low,high,difficult,1,0.0,0.62,1.0,0.0,1.0,153,male,no
5,5,2,2,improvement,high,high,easy,0,0.0,0.62,1.0,0.0,1.0,153,male,no
6,6,2,2,improvement,low,high,easy,0.79,0.0,0.67,1.0,0.0,1.0,154,male,yes
6,6,2,2,improvement,high,high,difficult,0.71,0.0,0.67,1.0,0.0,1.0,154,male,yes
6,6,2,2,improvement,low,high,difficult,0.8,0.0,0.67,1.0,0.0,1.0,154,male,yes
6,6,2,2,improvement,high,medium,difficult,0.75,0.0,0.67,1.0,0.0,1.0,154,male,yes
6,6,2,2,improvement,low,low,difficult,0.63,0.0,0.67,1.0,0.0,1.0,154,male,yes
6,6,2,2,improvement,low,medium,easy,0.63,0.0,0.67,1.0,0.0,1.0,154,male,yes
6,6,2,2,performance,low,high,difficult,0.63,0.0,0.67,1.0,0.0,1.0,154,male,yes
6,6,2,2,performance,high,low,easy,0.9,0.0,0.67,1.0,0.0,1.0,154,male,yes
6,6,2,2,performance,high,high,difficult,0.8,0.0,0.67,1.0,0.0,1.0,154,male,yes
6,6,2,2,performance,low,low,difficult,0.11,0.0,0.67,1.0,0.0,1.0,154,male,yes
6,6,2,2,performance,high,low,difficult,0.35,0.0,0.67,1.0,0.0,1.0,154,male,yes
6,6,2,2,performance,high,high,easy,1,0.0,0.67,1.0,0.0,1.0,154,male,yes
1,3,4,5,improvement,high,low,easy,0.56,0.0,0.63,0.95,0.0,1.0,155,female,no
1,3,4,5,improvement,low,low,difficult,0.38,0.0,0.63,0.95,0.0,1.0,155,female,no
1,3,4,5,improvement,low,medium,easy,0.53,0.0,0.63,0.95,0.0,1.0,155,female,no
1,3,4,5,improvement,low,high,difficult,0.57,0.0,0.63,0.95,0.0,1.0,155,female,no
1,3,4,5,improvement,low,medium,difficult,0.54,0.0,0.63,0.95,0.0,1.0,155,female,no
1,3,4,5,improvement,high,medium,difficult,0.59,0.0,0.63,0.95,0.0,1.0,155,female,no
1,3,4,5,performance,high,low,difficult,0.26,0.0,0.63,0.95,0.0,1.0,155,female,no
1,3,4,5,performance,low,medium,difficult,0.46,0.0,0.63,0.95,0.0,1.0,155,female,no
1,3,4,5,performance,low,low,easy,0.09,0.0,0.63,0.95,0.0,1.0,155,female,no
1,3,4,5,performance,high,medium,easy,0.54,0.0,0.63,0.95,0.0,1.0,155,female,no
1,3,4,5,performance,low,low,difficult,0.07,0.0,0.63,0.95,0.0,1.0,155,female,no
1,3,4,5,performance,low,high,difficult,0.52,0.0,0.63,0.95,0.0,1.0,155,female,no
3,3,5,5,improvement,low,high,difficult,0.59,0.0,0.72,0.96,0.5,0.91,156,male,no
3,3,5,5,improvement,high,low,easy,0.55,0.0,0.72,0.96,0.5,0.91,156,male,no
3,3,5,5,improvement,low,high,easy,0.53,0.0,0.72,0.96,0.5,0.91,156,male,no
3,3,5,5,improvement,low,low,easy,0,0.0,0.72,0.96,0.5,0.91,156,male,no
3,3,5,5,improvement,low,medium,difficult,0.5,0.0,0.72,0.96,0.5,0.91,156,male,no
3,3,5,5,improvement,high,low,difficult,0.02,0.0,0.72,0.96,0.5,0.91,156,male,no
3,3,5,5,performance,high,medium,easy,0.65,0.0,0.72,0.96,0.5,0.91,156,male,no
3,3,5,5,performance,low,high,difficult,0.77,0.0,0.72,0.96,0.5,0.91,156,male,no
3,3,5,5,performance,low,medium,easy,0.38,0.0,0.72,0.96,0.5,0.91,156,male,no
3,3,5,5,performance,low,medium,difficult,0.47,0.0,0.72,0.96,0.5,0.91,156,male,no
3,3,5,5,performance,high,low,easy,0.54,0.0,0.72,0.96,0.5,0.91,156,male,no
3,3,5,5,performance,high,medium,difficult,0.68,0.0,0.72,0.96,0.5,0.91,156,male,no
3,3,4,4,performance,low,low,difficult,0.08,0.0,0.58,0.98,0.01,1.0,157,male,no
3,3,4,4,performance,low,high,easy,0.62,0.0,0.58,0.98,0.01,1.0,157,male,no
3,3,4,4,performance,high,medium,difficult,0.56,0.0,0.58,0.98,0.01,1.0,157,male,no
3,3,4,4,performance,high,medium,easy,0.91,0.0,0.58,0.98,0.01,1.0,157,male,no
3,3,4,4,performance,low,high,difficult,0.39,0.0,0.58,0.98,0.01,1.0,157,male,no
3,3,4,4,performance,low,low,easy,0.46,0.0,0.58,0.98,0.01,1.0,157,male,no
3,3,4,4,improvement,low,high,easy,0.55,0.0,0.58,0.98,0.01,1.0,157,male,no
3,3,4,4,improvement,low,high,difficult,0.61,0.0,0.58,0.98,0.01,1.0,157,male,no
3,3,4,4,improvement,low,low,easy,0.25,0.0,0.58,0.98,0.01,1.0,157,male,no
3,3,4,4,improvement,high,high,easy,0.69,0.0,0.58,0.98,0.01,1.0,157,male,no
3,3,4,4,improvement,low,low,difficult,0.08,0.0,0.58,0.98,0.01,1.0,157,male,no
3,3,4,4,improvement,high,medium,easy,0.76,0.0,0.58,0.98,0.01,1.0,157,male,no
6,6,1,1,improvement,high,high,easy,0,0.0,0.59,1.0,0.0,1.0,158,male,no
6,6,1,1,improvement,high,medium,difficult,0.71,0.0,0.59,1.0,0.0,1.0,158,male,no
6,6,1,1,improvement,low,medium,difficult,0.61,0.0,0.59,1.0,0.0,1.0,158,male,no
6,6,1,1,improvement,high,medium,easy,0,0.0,0.59,1.0,0.0,1.0,158,male,no
6,6,1,1,improvement,high,low,easy,0,0.0,0.59,1.0,0.0,1.0,158,male,no
6,6,1,1,improvement,low,low,difficult,0.55,0.0,0.59,1.0,0.0,1.0,158,male,no
6,6,1,1,performance,high,high,difficult,0.93,0.0,0.59,1.0,0.0,1.0,158,male,no
6,6,1,1,performance,low,medium,difficult,0.36,0.0,0.59,1.0,0.0,1.0,158,male,no
6,6,1,1,performance,low,high,difficult,0.4,0.0,0.59,1.0,0.0,1.0,158,male,no
6,6,1,1,performance,low,low,difficult,0.06,0.0,0.59,1.0,0.0,1.0,158,male,no
6,6,1,1,performance,high,medium,easy,0.95,0.0,0.59,1.0,0.0,1.0,158,male,no
6,6,1,1,performance,high,high,easy,1,0.0,0.59,1.0,0.0,1.0,158,male,no
3,6,3,5,improvement,high,medium,easy,0.63,0.01,0.42,0.99,0.02,0.97,159,female,no
3,6,3,5,improvement,low,high,easy,0.03,0.01,0.42,0.99,0.02,0.97,159,female,no
3,6,3,5,improvement,low,low,easy,0.02,0.01,0.42,0.99,0.02,0.97,159,female,no
3,6,3,5,improvement,low,high,difficult,0,0.01,0.42,0.99,0.02,0.97,159,female,no
3,6,3,5,improvement,high,low,difficult,0.98,0.01,0.42,0.99,0.02,0.97,159,female,no
3,6,3,5,improvement,low,medium,difficult,0.59,0.01,0.42,0.99,0.02,0.97,159,female,no
3,6,3,5,performance,high,medium,difficult,0.64,0.01,0.42,0.99,0.02,0.97,159,female,no
3,6,3,5,performance,low,high,easy,0.16,0.01,0.42,0.99,0.02,0.97,159,female,no
3,6,3,5,performance,high,low,easy,0.88,0.01,0.42,0.99,0.02,0.97,159,female,no
3,6,3,5,performance,low,low,easy,0.13,0.01,0.42,0.99,0.02,0.97,159,female,no
3,6,3,5,performance,low,medium,easy,0.39,0.01,0.42,0.99,0.02,0.97,159,female,no
3,6,3,5,performance,high,low,difficult,0.75,0.01,0.42,0.99,0.02,0.97,159,female,no
